Time (hrs),Mode,Load (%),Ambient Temp (°C),Motor Temp (°C),RPM,Current (A),Noise (dB),Vibration,Health (%),RUL (hrs),Status
0,active,51.209224554000954,29.993681443471047,35.38250035373476,1388.4380228754144,2.8475401671403584,44.928879709169664,0.5085594703944526,100.0,1000.0,Normal
1,stressed,92.88846635534684,36.3922985378246,44.11392557021671,1619.4681470554167,4.04313290125117,49.787910330079576,0.9542203006909049,98.67902548977534,74.70168782665831,Normal
2,active,55.09628250254629,25.21119494924336,29.936551199877062,1418.6231344229434,2.78397729530421,45.467690103858885,0.6310605912813463,98.3533786300601,302.0246493888077,Normal
3,active,40.16017425909066,39.77307349170403,45.94417546337359,1331.9523912562718,2.5337255329134067,44.68184149838207,0.5600733015145591,98.22320111724285,754.5327836700129,Normal
4,idle,25.627115433422027,26.495964585158237,28.809687768055145,1255.8665052883152,2.0296401796370795,41.345935007838314,0.0825352054318372,98.08950691368723,733.6855623129866,Normal
5,idle,29.037672613991067,31.14771509677525,34.507883227603266,1261.909813580689,2.313007956351078,41.49545824524296,0.07153744957463212,98.00669819905936,1183.5312097221222,Normal
6,idle,25.26768907269492,29.75075683037824,30.306831283304483,1283.011248426837,1.9991872440972758,39.05859683099798,0.21209670236143777,97.99786795603201,11097.980842949792,Normal
7,stressed,85.10730689015774,38.410819078058296,47.21639378086447,1554.303673447083,3.851006433925846,49.72962860086421,0.7610219856807331,96.86202707575737,85.27781378350853,Normal
8,active,41.70521712137165,39.67741697007686,46.02945633605119,1390.0171984143958,2.447031700743229,47.15912115460329,0.5091314728611349,96.73669610597521,771.8498969099468,Normal
9,active,61.48521630869292,31.251235909360798,35.87078000519445,1445.723923322648,3.1180834202582863,44.44083616494079,0.4539693237425637,96.51464489241144,434.65038242042436,Normal
10,idle,23.71994759789162,37.70518053083625,39.30038515141596,1285.5918084470802,2.0713381572589107,40.64468980328423,0.03452302243760508,96.73396877145944,434.65038242042436,Normal
11,stressed,99.16287979636934,34.26335969814428,41.752751198846696,1630.9964103297502,4.247190187849067,50.085513329639596,0.7284291681361871,95.3312561434337,67.96207165940201,Normal
12,stressed,79.58854376524214,27.514323457608768,35.44146576876771,1576.2819007587707,3.6114734435712275,49.159228110101374,0.9220630804307164,94.60573515880492,130.39696599156218,Normal
13,active,40.61532757961174,28.74063681993838,33.3885490724845,1357.9480114910618,2.4765165960919133,46.20923064722394,0.49757135043299744,94.43680306716634,559.0222802024349,Normal
14,idle,26.007397744503933,35.22749548049288,36.52005593568069,1313.1848237087468,2.012921383662128,39.16487549602776,0.2652913051230422,94.38208402149183,1724.8488685807365,Normal
15,idle,20.3185676252826,32.03954494540011,36.11732253059856,1249.007213764608,1.881030201510248,41.27785665503051,0.15704873308635736,94.25269873440733,728.4653522687859,Normal
16,active,63.51775837425663,32.78920123592907,37.47636476287755,1483.0525819467866,3.076726471392571,45.43102295801089,0.48864374352095485,94.09509310463312,597.0287561392137,Normal
17,active,63.867455096268486,31.255828543490583,36.199976360837766,1458.3433849097144,3.0420004276331842,47.12099356584511,0.5977847564654332,93.76442017984222,283.5563880506179,Normal
18,active,54.22976711650873,30.874998143182133,34.06300880562008,1406.8884751813148,2.513041546871858,44.863010422306054,0.3858058180838688,93.72682842502954,2493.281542510211,Normal
19,active,55.394245045398314,28.636282208308163,33.6961874651046,1420.7474810551867,3.012022647880809,46.411356861745624,0.5785345603010283,93.56889016133441,592.4396531416186,Normal
20,active,60.3794999594066,32.05751078634523,35.504475508505415,1430.844120353578,3.0030066887932914,47.25403810892112,0.47976610931299124,93.24220284784329,285.41727516571643,Normal
21,idle,26.304009260359997,29.51838622093419,31.335140977724908,1295.8176901167403,2.068027797950791,39.37077932715264,0.029329323162699428,93.24169067999335,182052.99433051734,Normal
22,active,55.63803261472197,27.58149778974793,31.501090460469428,1410.5289154948707,2.8267719067505914,44.51084382481579,0.4462021471178045,93.01480250475363,409.95879316530863,Normal
23,active,40.85372175531767,34.440324139434075,39.90676873627434,1357.0138027012606,2.3264589485490665,45.105278623909676,0.5150602492844634,92.80321497651998,438.60437215392056,Normal
24,active,58.675476052381484,29.725847449113992,33.844413743886996,1444.7320272500037,3.0767054556249716,45.925676757713866,0.5034333388568836,92.54955161904057,364.8518750941444,Normal
25,active,61.20371513190443,36.85611213824482,41.49361313536275,1446.7431003588601,2.9566220892569643,42.927644818304,0.5154031841683587,92.24662122524026,304.5142485308011,Normal
26,idle,28.605114865874448,32.1064023060808,34.46545739956117,1313.0390122419626,1.9884170231846165,41.13815033096762,0.047108362089534485,92.31099644658929,304.5142485308011,Normal
27,active,56.38296424009872,28.21010669760811,33.987702759400385,1402.144502078805,2.864775178608786,45.44035399387791,0.4479031448768904,92.20973439502718,910.6050388330814,Normal
28,active,69.52494878449644,25.29852225610117,29.2480846273452,1510.3165209619212,3.2754021845502006,44.510429352969325,0.5041895921154277,91.7887881716746,218.05347828192916,Normal
29,idle,28.733841643710477,26.260025717809384,30.896694859754973,1310.9717509652755,2.1782726161300983,40.435546318992365,0.11664852725771471,91.74694337575171,2192.5532518987793,Normal
30,active,64.69262587020641,25.62959089365259,28.233508605322175,1463.278424154085,3.092721334785945,43.125107935952464,0.38425842097845664,91.58646703908575,570.7163370118828,Normal
31,idle,29.792618656086425,26.32949462124371,26.34865815032108,1298.3882357449716,2.1756551567674745,41.10677451862433,0.14147844620792413,91.6334588771578,570.7163370118828,Normal
32,idle,23.604630291492555,31.456328621319503,31.699459921918,1248.9884127986452,1.8192529389412089,39.840251502008414,-0.0014164218126968275,91.59880746908706,2643.436805859812,Normal
33,stressed,85.67119791900403,25.108299205055765,33.44727509872403,1595.4597478850883,3.652112764150084,50.41870457829237,0.8986026771523927,90.7446093795831,106.23368337463486,Normal
34,stressed,96.22311388198632,30.38606168564727,39.265075840204275,1616.9182074701052,4.068477358073798,50.281211682584065,0.8726993251977415,89.57148719989537,76.35307621899943,Normal
35,stressed,99.29239667152169,29.21890030570712,37.80392163799492,1650.6798636262627,4.362028024181252,48.46972086407021,0.8877564010252603,87.99075735366429,55.66463970011066,Normal
36,active,61.16787369329476,27.862142371694606,31.24497048164906,1461.0340591198471,2.972031367664009,44.26583813387899,0.3553501796459313,87.87186143602074,739.0654210639483,Normal
37,idle,24.913490902687855,38.08698284887809,39.62190690267708,1283.9826607815564,2.1138689092772633,40.263755584822576,0.04412004279376594,88.07415853804912,739.0654210639483,Normal
38,active,44.992428529328194,36.79551078942547,41.2910881061283,1352.1637506523562,2.6423986049882853,44.61399742435056,0.5182098245815862,87.78552822443109,304.1452130374863,Normal
39,active,44.26184828329187,35.5719375419828,39.53597561337616,1369.183610590932,2.6156380516226685,45.79075931223253,0.49779699274830597,87.59074053490744,449.67287588403593,Normal
40,idle,25.20991388649357,32.313976570743414,36.05983554101655,1286.8896918057924,1.8809770384357098,39.886407838298034,0.04565795702234831,87.47260986421546,740.4733195183223,Normal
41,active,43.01102485285162,34.50668559314876,40.77054153224515,1357.9937977773866,2.602449559842539,46.600097846820475,0.6528331563486246,87.30168779011112,510.76894688757164,Normal
42,idle,23.65025304038823,38.567108909219314,37.32559508389019,1272.7086655590645,1.9093247153272368,40.139982096321354,0.10538973470332064,87.38555416949579,510.76894688757164,Normal
43,stressed,94.4205020655979,36.65290490347422,43.32664274152506,1632.3375920588844,4.127272762325276,50.604051644921626,0.8589970588461089,86.11581548333665,67.82168364408084,Normal
44,active,66.80330396128795,27.912290449278235,33.01998989838485,1498.9897846460156,3.268465994140888,47.07734343956995,0.7206468979884673,85.75351678766866,236.69286644701305,Normal
45,active,55.07919414926606,32.37716983483684,37.45681941745077,1417.2903256615243,2.7722274322948808,44.60155472501064,0.45533569531853935,85.63818206624013,742.5186535809434,Normal
46,active,69.18932141260915,27.296701686582978,32.90897149668837,1472.5550703761523,3.167907567799114,45.343158554197416,0.5622944030413308,85.45142140859112,457.54508730194664,Normal
47,active,47.11953112611673,29.329994540131906,34.97153618506792,1377.9981331237648,2.637573209011974,46.48547736927255,0.2952562814229249,85.32328501746076,665.8786334216203,Normal
48,active,45.62233863951331,31.72339873162337,35.07115605426988,1392.616042877739,2.623132616635333,45.44943351594726,0.5921025839730993,85.2064823519509,729.4909065645672,Normal
49,idle,21.03576566103015,37.56593647933985,39.08621758257371,1248.6892655601478,2.049646031503162,39.753428945740424,0.17351321130540914,85.10674293599013,853.2909694344858,Normal
50,stressed,78.61456790312886,32.51102359216298,38.46639458836171,1534.3880762165456,3.6640471622608652,50.788291656636005,0.9914077164224033,84.19610848416141,92.45873392455252,Normal
51,active,51.827747064872355,35.15622957926662,39.169183400330304,1412.3311013044113,2.753797182955397,44.82612617968542,0.6338592138295607,84.04868613697802,570.1217470945728,Normal
52,stressed,77.55365360040653,30.554802631757834,38.57479811796426,1531.770866987735,3.8643478999204603,50.67650747643997,0.8590659424781376,82.95707638211769,75.99517685945582,Normal
53,stressed,82.71868538389786,30.407993767774716,37.351882198587624,1565.3175534958762,3.8242934266764133,51.12168914238792,0.922909483164638,82.05038453527855,90.49423442078832,Normal
54,active,64.17784460246077,26.983172842304494,31.46453484481992,1496.664682948762,3.106416319946315,44.91366214175327,0.2784177574979332,81.9034567871341,557.4403597788386,Normal
55,stressed,77.54539119029202,35.42007594395436,43.22464109743159,1526.466150934068,3.6056328374821276,48.52334277648195,1.0057801007541918,81.15286009030955,108.11779539349345,Normal
56,idle,22.464779095767362,25.135084963967127,26.602941073794025,1256.495372171469,1.7615555323604615,40.37804626042789,0.345987198502938,81.10048306574919,1548.3980570964384,Normal
57,idle,22.980416983469144,25.52597423528078,28.307471474741412,1251.9378059882376,2.002974568053222,39.68332045406575,0.23744849814275593,81.09708885272167,23892.7516320415,Normal
58,idle,24.52998100829964,32.69323903764361,33.68915940468858,1286.815683384029,1.951065157463491,38.97624405229215,0.03664104845061873,80.97830469919869,681.7264954751213,Normal
59,active,59.40840125011916,32.41188611711906,35.50564949702968,1459.1160071115805,3.2012937376224166,45.88239708978998,0.6027479343352692,80.53492461324782,181.63856962708064,Normal
60,active,56.025696754258576,35.1835453128956,39.99631799138872,1445.618346520623,3.026154926339946,44.52003535728779,0.42784309176599705,80.18750785611157,230.8107084905524,Normal
61,active,66.76336047073244,25.4617465335646,30.60060256599548,1496.2892853576373,3.2827099189881292,43.5758323998124,0.6911606067063322,79.85714585954018,241.7261872985587,Normal
62,stressed,79.91898864578626,26.354778404486094,33.45212404449828,1590.0698757679875,3.6217767264023846,49.149024919318435,0.9863923549962446,79.03891967160621,96.59788556900112,Normal
63,active,67.16119564787283,31.142061128331658,36.911196907641695,1473.4265988269012,3.16554404194126,42.989783345433935,0.3676048915780437,78.86953314500867,465.6186931113085,Normal
64,active,57.271579159936124,33.75079348491622,38.816582133565184,1461.3018675075282,2.902139926137253,44.75658969743209,0.5056510648465556,78.73228396913885,573.6448577571822,Normal
65,active,65.50896209715376,31.511066227239706,36.386144631916146,1479.7968452951118,3.2365170393579934,46.03138052527733,0.5388185795654733,78.30767906509342,184.42481073349757,Normal
66,idle,22.96800205051839,30.313985819914386,32.46276645472169,1262.271165680218,1.897779204407564,39.98394596075141,0.3583573660166567,78.36112720407229,184.42481073349757,Normal
67,stressed,85.89324745770395,29.826055447874168,36.49582919223283,1573.8198989696969,3.808404210704114,50.583883022284,1.0284104695178897,77.44096686084166,84.16029600770507,Normal
68,idle,24.091437879176222,28.81031723643344,31.239078495314207,1282.0141433311896,2.1420880914041254,40.95570397111387,0.0943211404113723,77.36935414403678,1080.3856856155476,Normal
69,stressed,75.81100878357105,28.12575518513238,35.23531943218971,1538.8835483455616,3.500030008065715,48.67635042915782,0.8564098530909567,76.78655250894916,131.75418167350477,Normal
70,active,59.46240811709963,38.06780569525476,43.63645031126753,1453.0558662363571,3.146515316973875,45.23604306382437,0.4613977202129302,76.3722794566129,184.352515873088,Normal
71,idle,23.895491644815223,32.669436193690515,33.75368115255696,1266.7131231965855,1.8962807633523222,38.635529146382716,0.007173416134400409,76.42027841766888,184.352515873088,Normal
72,idle,26.147709531562622,38.54164071646817,40.6434290501755,1285.3337606667935,1.993694044741771,41.24286256285831,0.11234291817036487,76.40146928612664,4061.934976345149,Normal
73,stressed,86.65247804312953,36.13686346320335,42.6786503493846,1574.4235842537216,3.6742341694643845,50.39591422095805,0.8882827995025625,75.5280657914524,86.4755708581434,Normal
74,active,53.31834880980157,36.3264095094722,40.48902871978973,1430.0286873225468,2.89207865356573,45.168651367610195,0.5676357047674908,75.31990927746969,361.8426723063118,Normal
75,active,46.43374687972485,26.112386586610462,31.074699465868225,1385.6767109137631,2.7095114946481376,45.6253183340215,0.48307255616673755,75.11353948585125,363.97545831091736,Normal
76,active,52.96351526847683,33.08229050874503,40.13436382016697,1389.2281899190232,2.726196175577076,44.95908246480493,0.48535193292718387,75.0371070720981,981.7445686648606,Normal
77,idle,25.88943648507349,27.087817041369807,30.094228081396363,1270.774000952071,2.0061971924859465,39.93522774020212,0.1092935652682978,75.29958831730968,981.7445686648606,Normal
78,active,46.137808428753274,27.72261942432243,33.00989193834986,1394.844774730107,2.5243063194428133,44.13123245542709,0.5613460165671837,75.30188287432748,981.7445686648606,Normal
79,idle,22.47351371817743,35.97468855879832,37.94218466574063,1235.6759847095357,1.8209050033626895,39.23364739073499,0.09212115999197001,75.35353218750224,981.7445686648606,Normal
80,stressed,93.96062112791087,28.649528919744508,36.36137865732199,1622.0602231211628,4.034582089681421,50.19495509241219,0.8975870889545027,74.06885302294874,57.65552603843454,Warning
81,active,61.821918815378545,30.56065985556676,36.071260545977076,1455.5615333263647,2.9235026506714883,45.18807335699177,0.4148819517552515,73.6359943333032,170.11555062831667,Warning
82,active,58.79391565762168,33.07119314311081,37.28462105155296,1448.9551632864682,2.7882669108581877,45.45390522944135,0.411428620020031,73.51184381794963,592.1187166126073,Warning
83,idle,20.111545873118306,28.63488595369482,30.010051335260336,1234.0384320179942,1.8765614987990227,41.00730435747326,0.10233852146585078,73.5468718843021,592.1187166126073,Warning
84,active,60.812737610472254,30.91943604859048,35.16902592083583,1421.6332035534497,3.070221029309874,43.895225326358485,0.5988608793499175,73.24530269414245,242.88058954352746,Warning
85,active,62.69657980173449,34.1576974613824,38.77655976470898,1445.3500160393614,3.0243036809627943,44.924328927342934,0.6537551319034344,72.94932013910392,246.46493145383522,Warning
86,active,46.74250114532072,27.927619225600093,33.4057598011559,1375.054074840945,2.617527622649383,43.448462579031876,0.7214329942556597,72.77711334839432,422.61465444255793,Warning
87,active,66.31464701113583,38.01621085122596,41.66850162091656,1476.746944495826,3.1861913067498655,46.9126881343568,0.367515421906726,72.43933527657674,214.45837169589328,Warning
88,stressed,86.73294277294185,34.770041587003085,43.18713691142633,1568.8952085594399,3.8591024073920632,49.2765133775802,1.0266661253198412,71.61034331106934,86.38243347417635,Warning
89,active,41.43596796718321,31.1179003838637,35.146838354755964,1342.366995399511,2.5172110207062874,45.535458747409635,0.6209010198900997,71.41769252040382,370.71061205452565,Warning
